 v-sweep         dc1.v(Vout)     v-sweep         dc2.v(Vout)     v-sweep         dc3.v(Vout)    
 7.35000000e-01  1.79999860e+00  7.35000000e-01  1.79937398e+00  7.35000000e-01  1.59133987e-01 
 7.36000000e-01  1.79999862e+00  7.36000000e-01  1.79938736e+00  7.36000000e-01  1.92826560e-01 
 7.37000000e-01  1.79999864e+00  7.37000000e-01  1.79940049e+00  7.37000000e-01  2.31851461e-01 
 7.38000000e-01  1.79999865e+00  7.38000000e-01  1.79941337e+00  7.38000000e-01  2.75332971e-01 
 7.39000000e-01  1.79999867e+00  7.39000000e-01  1.79942601e+00  7.39000000e-01  3.22442149e-01 
 7.40000000e-01  1.79999869e+00  7.40000000e-01  1.79943841e+00  7.40000000e-01  3.72476066e-01 
 7.41000000e-01  1.79999870e+00  7.41000000e-01  1.79945056e+00  7.41000000e-01  4.24861314e-01 
 7.42000000e-01  1.79999872e+00  7.42000000e-01  1.79946249e+00  7.42000000e-01  4.79134173e-01 
 7.43000000e-01  1.79999873e+00  7.43000000e-01  1.79947419e+00  7.43000000e-01  5.34917721e-01 
 7.44000000e-01  1.79999875e+00  7.44000000e-01  1.79948566e+00  7.44000000e-01  5.91902341e-01 
 7.45000000e-01  1.79999876e+00  7.45000000e-01  1.79949690e+00  7.45000000e-01  6.49829478e-01 
 7.46000000e-01  1.79999877e+00  7.46000000e-01  1.79950794e+00  7.46000000e-01  7.08479726e-01 
 7.47000000e-01  1.79999878e+00  7.47000000e-01  1.79951875e+00  7.47000000e-01  7.67662039e-01 
 7.48000000e-01  1.79999880e+00  7.48000000e-01  1.79952936e+00  7.48000000e-01  8.27208131e-01 
 7.49000000e-01  1.79999881e+00  7.49000000e-01  1.79953976e+00  7.49000000e-01  8.86964165e-01 
 7.50000000e-01  1.79999882e+00  7.50000000e-01  1.79954995e+00  7.50000000e-01  9.46786476e-01 
 7.51000000e-01  1.79999883e+00  7.51000000e-01  1.79955995e+00  7.51000000e-01  1.00653830e+00 
 7.52000000e-01  1.79999884e+00  7.52000000e-01  1.79956975e+00  7.52000000e-01  1.06608421e+00 
 7.53000000e-01  1.79999885e+00  7.53000000e-01  1.79957935e+00  7.53000000e-01  1.12528715e+00 
 7.54000000e-01  1.79999886e+00  7.54000000e-01  1.79958877e+00  7.54000000e-01  1.18400359e+00 
 7.55000000e-01  1.79999887e+00  7.55000000e-01  1.79959799e+00  7.55000000e-01  1.24207824e+00 
 7.56000000e-01  1.79999888e+00  7.56000000e-01  1.79960704e+00  7.56000000e-01  1.29933973e+00 
 7.57000000e-01  1.79999889e+00  7.57000000e-01  1.79961590e+00  7.57000000e-01  1.35558784e+00 
 7.58000000e-01  1.79999890e+00  7.58000000e-01  1.79962459e+00  7.58000000e-01  1.41058049e+00 
 7.59000000e-01  1.79999891e+00  7.59000000e-01  1.79963310e+00  7.59000000e-01  1.46400367e+00 
 7.60000000e-01  1.79999892e+00  7.60000000e-01  1.79964143e+00  7.60000000e-01  1.51541436e+00 
 7.61000000e-01  1.79999892e+00  7.61000000e-01  1.79964960e+00  7.61000000e-01  1.56411222e+00 
 7.62000000e-01  1.79999893e+00  7.62000000e-01  1.79965761e+00  7.62000000e-01  1.60887842e+00 
 7.63000000e-01  1.79999894e+00  7.63000000e-01  1.79966545e+00  7.63000000e-01  1.64763494e+00 
 7.64000000e-01  1.79999895e+00  7.64000000e-01  1.79967313e+00  7.64000000e-01  1.67788843e+00 
 7.65000000e-01  1.79999895e+00  7.65000000e-01  1.79968065e+00  7.65000000e-01  1.69898805e+00 
 7.66000000e-01  1.79999896e+00  7.66000000e-01  1.79968802e+00  7.66000000e-01  1.71307937e+00 
 7.67000000e-01  1.79999897e+00  7.67000000e-01  1.79969524e+00  7.67000000e-01  1.72280822e+00 
 7.68000000e-01  1.79999897e+00  7.68000000e-01  1.79970231e+00  7.68000000e-01  1.72983729e+00 
 7.69000000e-01  1.79999898e+00  7.69000000e-01  1.79970923e+00  7.69000000e-01  1.73526939e+00 
 7.70000000e-01  1.79999899e+00  7.70000000e-01  1.79971601e+00  7.70000000e-01  1.73958129e+00 
 7.71000000e-01  1.79999899e+00  7.71000000e-01  1.79972265e+00  7.71000000e-01  1.74315973e+00 
 7.72000000e-01  1.79999900e+00  7.72000000e-01  1.79972914e+00  7.72000000e-01  1.74619996e+00 
 7.73000000e-01  1.79999900e+00  7.73000000e-01  1.79973551e+00  7.73000000e-01  1.74884784e+00 
 7.74000000e-01  1.79999901e+00  7.74000000e-01  1.79974173e+00  7.74000000e-01  1.75119075e+00 
 7.75000000e-01  1.79999901e+00  7.75000000e-01  1.79974783e+00  7.75000000e-01  1.75323782e+00 
 7.76000000e-01  1.79999902e+00  7.76000000e-01  1.79975379e+00  7.76000000e-01  1.75510409e+00 
 7.77000000e-01  1.79999902e+00  7.77000000e-01  1.79975963e+00  7.77000000e-01  1.75679334e+00 
 7.78000000e-01  1.79999903e+00  7.78000000e-01  1.79976535e+00  7.78000000e-01  1.75835287e+00 
 7.79000000e-01  1.79999903e+00  7.79000000e-01  1.79977094e+00  7.79000000e-01  1.75979497e+00 
 7.80000000e-01  1.79999904e+00  7.80000000e-01  1.79977642e+00  7.80000000e-01  1.76113227e+00 
 7.81000000e-01  1.79999904e+00  7.81000000e-01  1.79978177e+00  7.81000000e-01  1.76237884e+00 
 7.82000000e-01  1.79999904e+00  7.82000000e-01  1.79978701e+00  7.82000000e-01  1.76354540e+00 
 7.83000000e-01  1.79999905e+00  7.83000000e-01  1.79979213e+00  7.83000000e-01  1.76464325e+00 
 7.84000000e-01  1.79999905e+00  7.84000000e-01  1.79979715e+00  7.84000000e-01  1.76567903e+00 
 7.85000000e-01  1.79999906e+00  7.85000000e-01  1.79980205e+00  7.85000000e-01  1.76665908e+00 
 7.86000000e-01  1.79999906e+00  7.86000000e-01  1.79980685e+00  7.86000000e-01  1.76758877e+00 
 7.87000000e-01  1.79999906e+00  7.87000000e-01  1.79981154e+00  7.87000000e-01  1.76847352e+00 
 7.88000000e-01  1.79999907e+00  7.88000000e-01  1.79981613e+00  7.88000000e-01  1.76931510e+00 
 7.89000000e-01  1.79999907e+00  7.89000000e-01  1.79982062e+00  7.89000000e-01  1.77011921e+00 
 7.90000000e-01  1.79999907e+00  7.90000000e-01  1.79982501e+00  7.90000000e-01  1.77088820e+00 
 7.91000000e-01  1.79999908e+00  7.91000000e-01  1.79982930e+00  7.91000000e-01  1.77167405e+00 
 7.92000000e-01  1.79999908e+00  7.92000000e-01  1.79983349e+00  7.92000000e-01  1.77233143e+00 
 7.93000000e-01  1.79999908e+00  7.93000000e-01  1.79983760e+00  7.93000000e-01  1.77303444e+00 
 7.94000000e-01  1.79999909e+00  7.94000000e-01  1.79984161e+00  7.94000000e-01  1.77367129e+00 
 7.95000000e-01  1.79999909e+00  7.95000000e-01  1.79984552e+00  7.95000000e-01  1.77429466e+00 
 7.96000000e-01  1.79999909e+00  7.96000000e-01  1.79984935e+00  7.96000000e-01  1.77489813e+00 
 7.97000000e-01  1.79999909e+00  7.97000000e-01  1.79985310e+00  7.97000000e-01  1.77548149e+00 
 7.98000000e-01  1.79999910e+00  7.98000000e-01  1.79985676e+00  7.98000000e-01  1.77604529e+00 
 7.99000000e-01  1.79999910e+00  7.99000000e-01  1.79986033e+00  7.99000000e-01  1.77659038e+00 
 8.00000000e-01  1.79999910e+00  8.00000000e-01  1.79986382e+00  8.00000000e-01  1.77711767e+00 
 8.01000000e-01  1.79999910e+00  8.01000000e-01  1.79986724e+00  8.01000000e-01  1.77762807e+00 
 8.02000000e-01  1.79999910e+00  8.02000000e-01  1.79987057e+00  8.02000000e-01  1.77818525e+00 
 8.03000000e-01  1.79999911e+00  8.03000000e-01  1.79987383e+00  8.03000000e-01  1.77865741e+00 
 8.04000000e-01  1.79999911e+00  8.04000000e-01  1.79987702e+00  8.04000000e-01  1.77911626e+00 
 8.05000000e-01  1.79999911e+00  8.05000000e-01  1.79988012e+00  8.05000000e-01  1.77956215e+00 
 8.06000000e-01  1.79999911e+00  8.06000000e-01  1.79988316e+00  8.06000000e-01  1.77999527e+00 
 8.07000000e-01  1.79999911e+00  8.07000000e-01  1.79988612e+00  8.07000000e-01  1.78041670e+00 
 8.08000000e-01  1.79999912e+00  8.08000000e-01  1.79988902e+00  8.08000000e-01  1.78082658e+00 
 8.09000000e-01  1.79999912e+00  8.09000000e-01  1.79989185e+00  8.09000000e-01  1.78122540e+00 
 8.10000000e-01  1.79999912e+00  8.10000000e-01  1.79989461e+00  8.10000000e-01  1.78161357e+00 
 8.11000000e-01  1.79999912e+00  8.11000000e-01  1.79989731e+00  8.11000000e-01  1.78199153e+00 
 8.12000000e-01  1.79999912e+00  8.12000000e-01  1.79989994e+00  8.12000000e-01  1.78235965e+00 
 8.13000000e-01  1.79999912e+00  8.13000000e-01  1.79990251e+00  8.13000000e-01  1.78271832e+00 
 8.14000000e-01  1.79999913e+00  8.14000000e-01  1.79990502e+00  8.14000000e-01  1.78306788e+00 
 8.15000000e-01  1.79999913e+00  8.15000000e-01  1.79990747e+00  8.15000000e-01  1.78340866e+00 
 8.16000000e-01  1.79999913e+00  8.16000000e-01  1.79990986e+00  8.16000000e-01  1.78374099e+00 
 8.17000000e-01  1.79999913e+00  8.17000000e-01  1.79991219e+00  8.17000000e-01  1.78406516e+00 
 8.18000000e-01  1.79999913e+00  8.18000000e-01  1.79991446e+00  8.18000000e-01  1.78438146e+00 
 8.19000000e-01  1.79999913e+00  8.19000000e-01  1.79991668e+00  8.19000000e-01  1.78469015e+00 
 8.20000000e-01  1.79999913e+00  8.20000000e-01  1.79991885e+00  8.20000000e-01  1.78499150e+00 
 8.21000000e-01  1.79999913e+00  8.21000000e-01  1.79992097e+00  8.21000000e-01  1.78528574e+00 
 8.22000000e-01  1.79999913e+00  8.22000000e-01  1.79992303e+00  8.22000000e-01  1.78557311e+00 
 8.23000000e-01  1.79999914e+00  8.23000000e-01  1.79992504e+00  8.23000000e-01  1.78585383e+00 
 8.24000000e-01  1.79999914e+00  8.24000000e-01  1.79992700e+00  8.24000000e-01  1.78612811e+00 
 8.25000000e-01  1.79999914e+00  8.25000000e-01  1.79992892e+00  8.25000000e-01  1.78639616e+00 
 8.26000000e-01  1.79999914e+00  8.26000000e-01  1.79993079e+00  8.26000000e-01  1.78665816e+00 
 8.27000000e-01  1.79999914e+00  8.27000000e-01  1.79993261e+00  8.27000000e-01  1.78691430e+00 
 8.28000000e-01  1.79999914e+00  8.28000000e-01  1.79993438e+00  8.28000000e-01  1.78716476e+00 
 8.29000000e-01  1.79999914e+00  8.29000000e-01  1.79993611e+00  8.29000000e-01  1.78740971e+00 
 8.30000000e-01  1.79999914e+00  8.30000000e-01  1.79993780e+00  8.30000000e-01  1.78764930e+00 
 8.31000000e-01  1.79999914e+00  8.31000000e-01  1.79993945e+00  8.31000000e-01  1.78788369e+00 
 8.32000000e-01  1.79999914e+00  8.32000000e-01  1.79994106e+00  8.32000000e-01  1.78811304e+00 
 8.33000000e-01  1.79999914e+00  8.33000000e-01  1.79994262e+00  8.33000000e-01  1.78833748e+00 
 8.34000000e-01  1.79999915e+00  8.34000000e-01  1.79994415e+00  8.34000000e-01  1.78855715e+00 
 8.35000000e-01  1.79999915e+00  8.35000000e-01  1.79994564e+00  8.35000000e-01  1.78877217e+00 
 8.36000000e-01  1.79999915e+00  8.36000000e-01  1.79994709e+00  8.36000000e-01  1.78898269e+00 
 8.37000000e-01  1.79999915e+00  8.37000000e-01  1.79994850e+00  8.37000000e-01  1.78918882e+00 
 8.38000000e-01  1.79999915e+00  8.38000000e-01  1.79994988e+00  8.38000000e-01  1.78939068e+00 
 8.39000000e-01  1.79999915e+00  8.39000000e-01  1.79995122e+00  8.39000000e-01  1.78958837e+00 
 8.40000000e-01  1.79999915e+00  8.40000000e-01  1.79995252e+00  8.40000000e-01  1.78978202e+00 
 8.41000000e-01  1.79999915e+00  8.41000000e-01  1.79995380e+00  8.41000000e-01  1.78997171e+00 
 8.42000000e-01  1.79999915e+00  8.42000000e-01  1.79995504e+00  8.42000000e-01  1.79015757e+00 
 8.43000000e-01  1.79999915e+00  8.43000000e-01  1.79995625e+00  8.43000000e-01  1.79033967e+00 
 8.44000000e-01  1.79999915e+00  8.44000000e-01  1.79995743e+00  8.44000000e-01  1.79051812e+00 
 8.45000000e-01  1.79999915e+00  8.45000000e-01  1.79995857e+00  8.45000000e-01  1.79069301e+00 
 8.46000000e-01  1.79999916e+00  8.46000000e-01  1.79995969e+00  8.46000000e-01  1.79086443e+00 
 8.47000000e-01  1.79999916e+00  8.47000000e-01  1.79996078e+00  8.47000000e-01  1.79103245e+00 
 8.48000000e-01  1.79999916e+00  8.48000000e-01  1.79996184e+00  8.48000000e-01  1.79119717e+00 
 8.49000000e-01  1.79999916e+00  8.49000000e-01  1.79996287e+00  8.49000000e-01  1.79135866e+00 
 8.50000000e-01  1.79999916e+00  8.50000000e-01  1.79996388e+00  8.50000000e-01  1.79151700e+00 
 8.51000000e-01  1.79999916e+00  8.51000000e-01  1.79996486e+00  8.51000000e-01  1.79167226e+00 
 8.52000000e-01  1.79999916e+00  8.52000000e-01  1.79996582e+00  8.52000000e-01  1.79182452e+00 
 8.53000000e-01  1.79999916e+00  8.53000000e-01  1.79996674e+00  8.53000000e-01  1.79197384e+00 
 8.54000000e-01  1.79999916e+00  8.54000000e-01  1.79996765e+00  8.54000000e-01  1.79212030e+00 
 8.55000000e-01  1.79999916e+00  8.55000000e-01  1.79996853e+00  8.55000000e-01  1.79226395e+00 
 8.56000000e-01  1.79999916e+00  8.56000000e-01  1.79996938e+00  8.56000000e-01  1.79240487e+00 
 8.57000000e-01  1.79999916e+00  8.57000000e-01  1.79997022e+00  8.57000000e-01  1.79254311e+00 
 8.58000000e-01  1.79999916e+00  8.58000000e-01  1.79997103e+00  8.58000000e-01  1.79267874e+00 
 8.59000000e-01  1.79999916e+00  8.59000000e-01  1.79997182e+00  8.59000000e-01  1.79281181e+00 
 8.60000000e-01  1.79999916e+00  8.60000000e-01  1.79997259e+00  8.60000000e-01  1.79294237e+00 
 8.61000000e-01  1.79999916e+00  8.61000000e-01  1.79997334e+00  8.61000000e-01  1.79307050e+00 
 8.62000000e-01  1.79999916e+00  8.62000000e-01  1.79997407e+00  8.62000000e-01  1.79319623e+00 
 8.63000000e-01  1.79999916e+00  8.63000000e-01  1.79997478e+00  8.63000000e-01  1.79331961e+00 
 8.64000000e-01  1.79999916e+00  8.64000000e-01  1.79997547e+00  8.64000000e-01  1.79344071e+00 
 8.65000000e-01  1.79999916e+00  8.65000000e-01  1.79997614e+00  8.65000000e-01  1.79355957e+00 
 8.66000000e-01  1.79999916e+00  8.66000000e-01  1.79997679e+00  8.66000000e-01  1.79367623e+00 
 8.67000000e-01  1.79999916e+00  8.67000000e-01  1.79997743e+00  8.67000000e-01  1.79379074e+00 
 8.68000000e-01  1.79999916e+00  8.68000000e-01  1.79997804e+00  8.68000000e-01  1.79390316e+00 
 8.69000000e-01  1.79999916e+00  8.69000000e-01  1.79997865e+00  8.69000000e-01  1.79401351e+00 
 8.70000000e-01  1.79999916e+00  8.70000000e-01  1.79997923e+00  8.70000000e-01  1.79412185e+00 
 8.71000000e-01  1.79999916e+00  8.71000000e-01  1.79997980e+00  8.71000000e-01  1.79422821e+00 
 8.72000000e-01  1.79999916e+00  8.72000000e-01  1.79998035e+00  8.72000000e-01  1.79433264e+00 
 8.73000000e-01  1.79999916e+00  8.73000000e-01  1.79998089e+00  8.73000000e-01  1.79443518e+00 
 8.74000000e-01  1.79999916e+00  8.74000000e-01  1.79998142e+00  8.74000000e-01  1.79453586e+00 
 8.75000000e-01  1.79999916e+00  8.75000000e-01  1.79998193e+00  8.75000000e-01  1.79463473e+00 
 8.76000000e-01  1.79999916e+00  8.76000000e-01  1.79998242e+00  8.76000000e-01  1.79473181e+00 
 8.77000000e-01  1.79999916e+00  8.77000000e-01  1.79998290e+00  8.77000000e-01  1.79482715e+00 
 8.78000000e-01  1.79999916e+00  8.78000000e-01  1.79998337e+00  8.78000000e-01  1.79492077e+00 
 8.79000000e-01  1.79999916e+00  8.79000000e-01  1.79998383e+00  8.79000000e-01  1.79501272e+00 
 8.80000000e-01  1.79999916e+00  8.80000000e-01  1.79998427e+00  8.80000000e-01  1.79510303e+00 
 8.81000000e-01  1.79999916e+00  8.81000000e-01  1.79998470e+00  8.81000000e-01  1.79519173e+00 
 8.82000000e-01  1.79999916e+00  8.82000000e-01  1.79998512e+00  8.82000000e-01  1.79527884e+00 
 8.83000000e-01  1.79999916e+00  8.83000000e-01  1.79998552e+00  8.83000000e-01  1.79536441e+00 
 8.84000000e-01  1.79999917e+00  8.84000000e-01  1.79998592e+00  8.84000000e-01  1.79544845e+00 
 8.85000000e-01  1.79999917e+00  8.85000000e-01  1.79998631e+00  8.85000000e-01  1.79553373e+00 
 8.86000000e-01  1.79999917e+00  8.86000000e-01  1.79998668e+00  8.86000000e-01  1.79561481e+00 
 8.87000000e-01  1.79999917e+00  8.87000000e-01  1.79998704e+00  8.87000000e-01  1.79569447e+00 
 8.88000000e-01  1.79999917e+00  8.88000000e-01  1.79998739e+00  8.88000000e-01  1.79577272e+00 
 8.89000000e-01  1.79999917e+00  8.89000000e-01  1.79998774e+00  8.89000000e-01  1.79584960e+00 
 8.90000000e-01  1.79999917e+00  8.90000000e-01  1.79998807e+00  8.90000000e-01  1.79592512e+00 
 8.91000000e-01  1.79999917e+00  8.91000000e-01  1.79998840e+00  8.91000000e-01  1.79599932e+00 
 8.92000000e-01  1.79999917e+00  8.92000000e-01  1.79998871e+00  8.92000000e-01  1.79607221e+00 
 8.93000000e-01  1.79999917e+00  8.93000000e-01  1.79998902e+00  8.93000000e-01  1.79614383e+00 
 8.94000000e-01  1.79999917e+00  8.94000000e-01  1.79998931e+00  8.94000000e-01  1.79621420e+00 
 8.95000000e-01  1.79999917e+00  8.95000000e-01  1.79998960e+00  8.95000000e-01  1.79628333e+00 
 8.96000000e-01  1.79999917e+00  8.96000000e-01  1.79998988e+00  8.96000000e-01  1.79635126e+00 
 8.97000000e-01  1.79999917e+00  8.97000000e-01  1.79999016e+00  8.97000000e-01  1.79641801e+00 
 8.98000000e-01  1.79999917e+00  8.98000000e-01  1.79999042e+00  8.98000000e-01  1.79648359e+00 
 8.99000000e-01  1.79999917e+00  8.99000000e-01  1.79999068e+00  8.99000000e-01  1.79654804e+00 
 9.00000000e-01  1.79999917e+00  9.00000000e-01  1.79999093e+00  9.00000000e-01  1.79661136e+00 
 9.01000000e-01  1.79999917e+00  9.01000000e-01  1.79999117e+00  9.01000000e-01  1.79667358e+00 
 9.02000000e-01  1.79999917e+00  9.02000000e-01  1.79999141e+00  9.02000000e-01  1.79673472e+00 
 9.03000000e-01  1.79999917e+00  9.03000000e-01  1.79999164e+00  9.03000000e-01  1.79679480e+00 
 9.04000000e-01  1.79999917e+00  9.04000000e-01  1.79999186e+00  9.04000000e-01  1.79685384e+00 
 9.05000000e-01  1.79999917e+00  9.05000000e-01  1.79999208e+00  9.05000000e-01  1.79691186e+00 
 9.06000000e-01  1.79999917e+00  9.06000000e-01  1.79999228e+00  9.06000000e-01  1.79696886e+00 
 9.07000000e-01  1.79999917e+00  9.07000000e-01  1.79999249e+00  9.07000000e-01  1.79702489e+00 
 9.08000000e-01  1.79999917e+00  9.08000000e-01  1.79999269e+00  9.08000000e-01  1.79707994e+00 
 9.09000000e-01  1.79999917e+00  9.09000000e-01  1.79999288e+00  9.09000000e-01  1.79713405e+00 
 9.10000000e-01  1.79999917e+00  9.10000000e-01  1.79999307e+00  9.10000000e-01  1.79718722e+00 
 9.11000000e-01  1.79999917e+00  9.11000000e-01  1.79999325e+00  9.11000000e-01  1.79723947e+00 
 9.12000000e-01  1.79999917e+00  9.12000000e-01  1.79999343e+00  9.12000000e-01  1.79729080e+00 
 9.13000000e-01  1.79999917e+00  9.13000000e-01  1.79999360e+00  9.13000000e-01  1.79734122e+00 
 9.14000000e-01  1.79999917e+00  9.14000000e-01  1.79999376e+00  9.14000000e-01  1.79739076e+00 
 9.15000000e-01  1.79999917e+00  9.15000000e-01  1.79999392e+00  9.15000000e-01  1.79743945e+00 
 9.16000000e-01  1.79999917e+00  9.16000000e-01  1.79999408e+00  9.16000000e-01  1.79748730e+00 
 9.17000000e-01  1.79999917e+00  9.17000000e-01  1.79999423e+00  9.17000000e-01  1.79753432e+00 
 9.18000000e-01  1.79999917e+00  9.18000000e-01  1.79999438e+00  9.18000000e-01  1.79758053e+00 
 9.19000000e-01  1.79999917e+00  9.19000000e-01  1.79999452e+00  9.19000000e-01  1.79762595e+00 
 9.20000000e-01  1.79999917e+00  9.20000000e-01  1.79999466e+00  9.20000000e-01  1.79767058e+00 
 9.21000000e-01  1.79999917e+00  9.21000000e-01  1.79999480e+00  9.21000000e-01  1.79771445e+00 
 9.22000000e-01  1.79999917e+00  9.22000000e-01  1.79999493e+00  9.22000000e-01  1.79775756e+00 
 9.23000000e-01  1.79999917e+00  9.23000000e-01  1.79999506e+00  9.23000000e-01  1.79779992e+00 
 9.24000000e-01  1.79999917e+00  9.24000000e-01  1.79999518e+00  9.24000000e-01  1.79784156e+00 
 9.25000000e-01  1.79999917e+00  9.25000000e-01  1.79999530e+00  9.25000000e-01  1.79788248e+00 
 9.26000000e-01  1.79999917e+00  9.26000000e-01  1.79999541e+00  9.26000000e-01  1.79792269e+00 
 9.27000000e-01  1.79999917e+00  9.27000000e-01  1.79999553e+00  9.27000000e-01  1.79796222e+00 
 9.28000000e-01  1.79999917e+00  9.28000000e-01  1.79999564e+00  9.28000000e-01  1.79800106e+00 
 9.29000000e-01  1.79999917e+00  9.29000000e-01  1.79999574e+00  9.29000000e-01  1.79803924e+00 
 9.30000000e-01  1.79999917e+00  9.30000000e-01  1.79999585e+00  9.30000000e-01  1.79807676e+00 
 9.31000000e-01  1.79999917e+00  9.31000000e-01  1.79999595e+00  9.31000000e-01  1.79811370e+00 
 9.32000000e-01  1.79999917e+00  9.32000000e-01  1.79999604e+00  9.32000000e-01  1.79814996e+00 
 9.33000000e-01  1.79999917e+00  9.33000000e-01  1.79999614e+00  9.33000000e-01  1.79818560e+00 
 9.34000000e-01  1.79999917e+00  9.34000000e-01  1.79999623e+00  9.34000000e-01  1.79822064e+00 
 9.35000000e-01  1.79999917e+00  9.35000000e-01  1.79999632e+00  9.35000000e-01  1.79825509e+00 
 9.36000000e-01  1.79999917e+00  9.36000000e-01  1.79999640e+00  9.36000000e-01  1.79828896e+00 
 9.37000000e-01  1.79999917e+00  9.37000000e-01  1.79999649e+00  9.37000000e-01  1.79832226e+00 
 9.38000000e-01  1.79999917e+00  9.38000000e-01  1.79999657e+00  9.38000000e-01  1.79835501e+00 
 9.39000000e-01  1.79999917e+00  9.39000000e-01  1.79999665e+00  9.39000000e-01  1.79838723e+00 
 9.40000000e-01  1.79999917e+00  9.40000000e-01  1.79999673e+00  9.40000000e-01  1.79841892e+00 
 9.41000000e-01  1.79999917e+00  9.41000000e-01  1.79999680e+00  9.41000000e-01  1.79845010e+00 
 9.42000000e-01  1.79999917e+00  9.42000000e-01  1.79999687e+00  9.42000000e-01  1.79848079e+00 
 9.43000000e-01  1.79999917e+00  9.43000000e-01  1.79999694e+00  9.43000000e-01  1.79851099e+00 
 9.44000000e-01  1.79999917e+00  9.44000000e-01  1.79999701e+00  9.44000000e-01  1.79853510e+00 
 9.45000000e-01  1.79999917e+00  9.45000000e-01  1.79999707e+00  9.45000000e-01  1.79856384e+00 
 9.46000000e-01  1.79999917e+00  9.46000000e-01  1.79999714e+00  9.46000000e-01  1.79859207e+00 
 9.47000000e-01  1.79999917e+00  9.47000000e-01  1.79999720e+00  9.47000000e-01  1.79861980e+00 
 9.48000000e-01  1.79999917e+00  9.48000000e-01  1.79999726e+00  9.48000000e-01  1.79864705e+00 
 9.49000000e-01  1.79999917e+00  9.49000000e-01  1.79999732e+00  9.49000000e-01  1.79867381e+00 
 9.50000000e-01  1.79999917e+00  9.50000000e-01  1.79999737e+00  9.50000000e-01  1.79870010e+00 
 9.51000000e-01  1.79999917e+00  9.51000000e-01  1.79999743e+00  9.51000000e-01  1.79872593e+00 
 9.52000000e-01  1.79999917e+00  9.52000000e-01  1.79999748e+00  9.52000000e-01  1.79875129e+00 
 9.53000000e-01  1.79999917e+00  9.53000000e-01  1.79999753e+00  9.53000000e-01  1.79877620e+00 
 9.54000000e-01  1.79999917e+00  9.54000000e-01  1.79999758e+00  9.54000000e-01  1.79880067e+00 
 9.55000000e-01  1.79999917e+00  9.55000000e-01  1.79999763e+00  9.55000000e-01  1.79882471e+00 
 9.56000000e-01  1.79999917e+00  9.56000000e-01  1.79999768e+00  9.56000000e-01  1.79884831e+00 
 9.57000000e-01  1.79999917e+00  9.57000000e-01  1.79999772e+00  9.57000000e-01  1.79887149e+00 
 9.58000000e-01  1.79999917e+00  9.58000000e-01  1.79999777e+00  9.58000000e-01  1.79889425e+00 
 9.59000000e-01  1.79999917e+00  9.59000000e-01  1.79999781e+00  9.59000000e-01  1.79891661e+00 
 9.60000000e-01  1.79999917e+00  9.60000000e-01  1.79999785e+00  9.60000000e-01  1.79893856e+00 
 9.61000000e-01  1.79999917e+00  9.61000000e-01  1.79999789e+00  9.61000000e-01  1.79896012e+00 
 9.62000000e-01  1.79999917e+00  9.62000000e-01  1.79999793e+00  9.62000000e-01  1.79898129e+00 
 9.63000000e-01  1.79999917e+00  9.63000000e-01  1.79999797e+00  9.63000000e-01  1.79900207e+00 
 9.64000000e-01  1.79999917e+00  9.64000000e-01  1.79999800e+00  9.64000000e-01  1.79902248e+00 
 9.65000000e-01  1.79999917e+00  9.65000000e-01  1.79999804e+00  9.65000000e-01  1.79904252e+00 
 9.66000000e-01  1.79999917e+00  9.66000000e-01  1.79999807e+00  9.66000000e-01  1.79906219e+00 
 9.67000000e-01  1.79999917e+00  9.67000000e-01  1.79999811e+00  9.67000000e-01  1.79908151e+00 
 9.68000000e-01  1.79999917e+00  9.68000000e-01  1.79999814e+00  9.68000000e-01  1.79910047e+00 
 9.69000000e-01  1.79999917e+00  9.69000000e-01  1.79999817e+00  9.69000000e-01  1.79911908e+00 
 9.70000000e-01  1.79999917e+00  9.70000000e-01  1.79999820e+00  9.70000000e-01  1.79913736e+00 
 9.71000000e-01  1.79999917e+00  9.71000000e-01  1.79999823e+00  9.71000000e-01  1.79915529e+00 
 9.72000000e-01  1.79999917e+00  9.72000000e-01  1.79999826e+00  9.72000000e-01  1.79917290e+00 
 9.73000000e-01  1.79999917e+00  9.73000000e-01  1.79999829e+00  9.73000000e-01  1.79919018e+00 
 9.74000000e-01  1.79999917e+00  9.74000000e-01  1.79999831e+00  9.74000000e-01  1.79920714e+00 
 9.75000000e-01  1.79999917e+00  9.75000000e-01  1.79999834e+00  9.75000000e-01  1.79922378e+00 
 9.76000000e-01  1.79999917e+00  9.76000000e-01  1.79999836e+00  9.76000000e-01  1.79924012e+00 
 9.77000000e-01  1.79999917e+00  9.77000000e-01  1.79999839e+00  9.77000000e-01  1.79925615e+00 
 9.78000000e-01  1.79999917e+00  9.78000000e-01  1.79999841e+00  9.78000000e-01  1.79927188e+00 
 9.79000000e-01  1.79999917e+00  9.79000000e-01  1.79999844e+00  9.79000000e-01  1.79928732e+00 
 9.80000000e-01  1.79999917e+00  9.80000000e-01  1.79999846e+00  9.80000000e-01  1.79930247e+00 
 9.81000000e-01  1.79999917e+00  9.81000000e-01  1.79999848e+00  9.81000000e-01  1.79931733e+00 
 9.82000000e-01  1.79999917e+00  9.82000000e-01  1.79999850e+00  9.82000000e-01  1.79933191e+00 
 9.83000000e-01  1.79999917e+00  9.83000000e-01  1.79999852e+00  9.83000000e-01  1.79934622e+00 
